-181.432, 73.375, 1.648,  6.385
-181.423, 73.321, 1.654,  6.418
-181.415, 73.266, 1.659,  6.451
-181.407, 73.211, 1.665,  6.484
-181.399, 73.156, 1.670,  6.517
-181.391, 73.100, 1.676,  6.550
-181.383, 73.044, 1.681,  6.583
-181.376, 72.989, 1.687,  6.616
-181.369, 72.932, 1.692,  6.649
-181.361, 72.876, 1.699,  6.682
-181.354, 72.820, 1.705,  6.715
-181.347, 72.763, 1.711,  6.748
-181.340, 72.706, 1.716,  6.781
-181.333, 72.649, 1.722,  6.814
-181.327, 72.591, 1.728,  6.847
-181.320, 72.534, 1.733,  6.880
-181.314, 72.476, 1.739,  6.913
-181.308, 72.418, 1.745,  6.946
-181.302, 72.360, 1.750,  6.979
-181.297, 72.301, 1.756,  7.012
-181.291, 72.243, 1.762,  7.045
-181.286, 72.184, 1.767,  7.078
-181.281, 72.125, 1.773,  7.111
-181.276, 72.065, 1.779,  7.144
-181.272, 72.006, 1.785,  7.177
-181.267, 71.946, 1.790,  7.210
-181.262, 71.886, 1.798,  7.243
-181.258, 71.826, 1.804,  7.276
-181.253, 71.766, 1.810,  7.309
-181.249, 71.705, 1.816,  7.342
-181.245, 71.645, 1.822,  7.375
-181.241, 71.584, 1.828,  7.408
-181.237, 71.523, 1.834,  7.441
-181.233, 71.461, 1.840,  7.474
-181.230, 71.400, 1.846,  7.507
-181.226, 71.338, 1.851,  7.540
-181.223, 71.276, 1.857,  7.573
